County,Type,Facility Name,Street Address,City,State,ZIP,Location
Warren,Grocery (Formula Allowed),Tops #712,U.S. 9,Chestertown,NY,12817,"U.S. 9
Chestertown, NY 12817
(43.624465601000054, -73.79947754999995)"
Queens,Grocery (Formula Allowed),Compare Foods,Liberty Av,Ozone Park,NY,11417,"Liberty Av
Ozone Park, NY 11417
(40.68007325700006, -73.84804926299995)"
Nassau,Grocery (Formula Allowed),Best Market,Dogwood Av,Franklin Square,NY,11010,"Dogwood Av
Franklin Square, NY 11010
(40.69364877100003, -73.66730104299995)"
New York,Pharmacy Only,Duane Reade #14272,Columbus Cir,New York,NY,10019,"Columbus Cir
New York, NY 10019
(40.76765902600005, -73.98204752899994)"
Westchester,Grocery,Green Way Markets,N Salem Road,Cross River,NY,10518,"N Salem Road
Cross River, NY 10518
(41.27950973600008, -73.61170379099997)"
Erie,Grocery,Dash's Market-Colvin,Colvin Avenue,Town Of Tonawanda,NY,14223,"Colvin Avenue
Town Of Tonawanda, NY 14223
(42.96872503700007, -78.85846492299999)"
Bronx,Grocery,168th Superior Market Inc.,West 168th Street,Bronx,NY,10452,"West 168th Street
Bronx, NY 10452
(40.83844488400007, -73.92568133799995)"
Kings,Grocery,Key Food #1368,Rockaway Parkway,Brooklyn,NY,11236,"Rockaway Parkway
Brooklyn, NY 11236
(40.64379788200006, -73.90080056899995)"
Bronx,Grocery,Fine Fare,White Plains Rd,Bronx,NY,10470,"White Plains Rd
Bronx, NY 10470
(40.90341563000004, -73.85036525799995)"
Albany,Grocery w/ Pharmacy inside,Price Chopper #196,Glenmont Road,Glenmont,NY,12077,"Glenmont Road
Glenmont, NY 12077
(42.598397850000026, -73.77901879399997)"
Chautauqua,Grocery,Dunkirk Save-A-Lot,East 4th Street,Dunkirk,NY,14048,"East 4th Street
Dunkirk, NY 14048
(42.48364182300003, -79.33135681799996)"
Nassau,Pharmacy Only,CVS Pharmacy #997,Glen Cove Avenue,Glen Cove,NY,11542,"Glen Cove Avenue
Glen Cove, NY 11542
(40.85402490700005, -73.63435308899994)"
Suffolk,Pharmacy Only,CVS Pharmacy #2961,East Jericho Turnpike,Dix Hills,NY,11746,"East Jericho Turnpike
Dix Hills, NY 11746
(40.83274433200006, -73.39055181199996)"
Bronx,Grocery,Palo Blanco Deli Grocery Corp.,Astor Avenue,Bronx,NY,10467,"Astor Avenue
Bronx, NY 10467
(40.85960133100008, -73.86458948199999)"
Suffolk,Grocery,Brentwood Market,Brentwood Rd,Brentwood,NY,11717,"Brentwood Rd
Brentwood, NY 11717
(40.77217532900005, -73.24618994899998)"
OOS,Grocery w/ Pharmacy inside,Price Chopper #171,Northside Drive,Bennington,VT,5201,"Northside Drive
Bennington, VT 5201
(42.89838669300008, -73.20825655299996)"
Bronx,Pharmacy Only,Walgreens #11267,E 161st Street,Bronx,NY,10451,"E 161st Street
Bronx, NY 10451
(40.82925112700008, -73.92863477499998)"
Kings,Grocery,Landau's Supermarket,18th Ave,Brooklyn,NY,11204,"18th Ave
Brooklyn, NY 11204
(40.62236551900003, -73.98691683199996)"
Rockland,Grocery (Formula Allowed),Ideal Food Basket,Rt 9w,Haverstraw,NY,10927,"Rt 9w
Haverstraw, NY 10927
(41.19692155200005, -73.97436226199994)"
Erie,Grocery,Save-A-Lot North Collins,Gowanda State Road,North Collins,NY,14111,"Gowanda State Road
North Collins, NY 14111
(42.568238904000054, -78.93550595399995)"
Erie,Grocery (Formula Allowed),Target Store T-1011,Transit Road,Williamsville,NY,14221,"Transit Road
Williamsville, NY 14221
(42.95175499900006, -78.69693990699994)"
Kings,Pharmacy Only,Duane Reade #14426,Bedford Ave,Brooklyn,NY,11249,"Bedford Ave
Brooklyn, NY 11249
(40.71118556600004, -73.96337953499994)"
Kings,Grocery,Bravo Supermarket,4th Av,Brooklyn,NY,11220,"4th Av
Brooklyn, NY 11220
(40.64829435900003, -74.01058978999998)"
Erie,Grocery,West Market,West Avenue,Buffalo,NY,14213,"West Avenue
Buffalo, NY 14213
(42.91618977600007, -78.89738306899994)"
Kings,Grocery,Key Food,Sutter Av,Brooklyn,NY,11208,"Sutter Av
Brooklyn, NY 11208
(40.672700219000035, -73.87238419099998)"
Kings,Grocery (Formula Allowed),Fine Fare,Myrtle Av,Brooklyn,NY,11221,"Myrtle Av
Brooklyn, NY 11221
(40.69774718100007, -73.92839331199997)"
Bronx,Grocery,Dia Deli Grocery Corp,East Tremont Ave,Bronx,NY,10460,"East Tremont Ave
Bronx, NY 10460
(40.83980648600004, -73.87351777399994)"
Queens,Grocery,Rosenblum's Market,Lefferts Blvd,Kew Gardens,NY,11415,"Lefferts Blvd
Kew Gardens, NY 11415
(40.70638691100004, -73.83181600099994)"
Westchester,Pharmacy Only,Walgreens # 7485,N Main Street,Port Chester,NY,10573,"N Main Street
Port Chester, NY 10573
(41.00595277800005, -73.65899016399999)"
Cayuga,Grocery w/ Pharmacy inside,Wegmans Food Market #38,Genesee St,Auburn,NY,13021,"Genesee St
Auburn, NY 13021
(42.92545506300007, -76.57873123099995)"
Kings,Grocery,Brooklyn Harvest Market,Union Av,Brooklyn,NY,11211,"Union Av
Brooklyn, NY 11211
(40.71295481800007, -73.95144572799995)"
Kings,Grocery,E & L Food Center,Bedford Ave,Brooklyn,NY,11211,"Bedford Ave
Brooklyn, NY 11211
(40.71234819000006, -73.96264692799997)"
Bronx,Grocery,Rafael Jr Food Center Corp,Decatur Avenue,Bronx,NY,10458,"Decatur Avenue
Bronx, NY 10458
(40.86612978800008, -73.88734191699996)"
Queens,Grocery,Artie Food Center Corp.,35th Av,Corona,NY,11368,"35th Av
Corona, NY 11368
(40.760287703000074, -73.84019388399997)"
Broome,Grocery w/ Pharmacy inside,Walmart Supercenter #5732,Gannett Dr,Johnson City,NY,13790,"Gannett Dr
Johnson City, NY 13790
(42.11740818100003, -75.94810874399997)"
Queens,Grocery,Frankel's Kosher Market,Cornaga Ave,Far Rockaway,NY,11691,"Cornaga Ave
Far Rockaway, NY 11691
(40.60223631900004, -73.75422994499996)"
Richmond,Grocery,"Alper Grocery, Inc.",Lafayette Av,Staten Island,NY,10301,"Lafayette Av
Staten Island, NY 10301
(40.640191549000065, -74.09432268499995)"
Kings,Grocery,"Ave. S Mini Market, Inc.",Avenue S,Brooklyn,NY,11223,"Avenue S
Brooklyn, NY 11223
(40.601698345000045, -73.97324306299998)"
Queens,Grocery,Food Universe,Liberty Avenue,South Richmond Hil,NY,11419,"Liberty Avenue
South Richmond Hil, NY 11419
(40.68703723500005, -73.82211138799994)"
Albany,Pharmacy Only,CVS #134,New Scotland Av,Albany,NY,12208,"New Scotland Av
Albany, NY 12208
(42.65520477300004, -73.79819684299997)"
Niagara,Grocery (Formula Allowed),Tops Market #130,Military Ro,Niagara Falls,NY,14305,"Military Ro
Niagara Falls, NY 14305
(43.12436879900008, -79.00144075099996)"
Orange,Grocery,Refresh Supermarket,Bakertown Road,Monroe,NY,10950,"Bakertown Road
Monroe, NY 10950
(41.33773418700008, -74.15984411999995)"
Nassau,Pharmacy Only,CVS Pharmacy #2383,Jericho Turnpike,Mineola,NY,11501,"Jericho Turnpike
Mineola, NY 11501
(40.74758214600007, -73.64583424699998)"
Bronx,Grocery,C-Town Supermarkets,Crescent Avenue,Bronx,NY,10458,"Crescent Avenue
Bronx, NY 10458
(40.85400877400008, -73.88657296099996)"
Kings,Grocery,Hatzlacha Supermarket,Flushing Avenue,Brooklyn,NY,11205,"Flushing Avenue
Brooklyn, NY 11205
(40.69763759800003, -73.96533357099997)"
Kings,Pharmacy Only,Walgreens #11807,Church Ave,Brooklyn,NY,11203,"Church Ave
Brooklyn, NY 11203
(40.65160411900007, -73.93321844599996)"
Suffolk,Pharmacy Only,CVS Pharmacy #2726,Route 25a,Wading River,NY,11792,"Route 25a
Wading River, NY 11792
(40.94429628700004, -72.83830886899995)"
Westchester,Grocery (Formula Allowed),Stop & Shop #592,Sandford Blvd,Mount Vernon,NY,10550,"Sandford Blvd
Mount Vernon, NY 10550
(40.898692125000025, -73.83605582599995)"
Richmond,Grocery,Mexico Azteca Grocery & Deli,Broad St,Staten Island,NY,10304,"Broad St
Staten Island, NY 10304
(40.62440430800007, -74.08021708299998)"
Kings,Grocery (Formula Allowed),Marketplace Of Bushwick,Broadway,Brooklyn,NY,11207,"Broadway
Brooklyn, NY 11207
(40.681534072000034, -73.90807446599996)"
Niagara,Grocery w/ Pharmacy inside,Walmart Supercenter #4597,Niagara Falls Bo,North Tonawanda,NY,14120,"Niagara Falls Bo
North Tonawanda, NY 14120
(43.07157038400004, -78.85505133899994)"
Suffolk,Pharmacy Only,CVS Pharmacy #5062,Main Street,Southampton,NY,11968,"Main Street
Southampton, NY 11968
(40.886685070000055, -72.38951041999997)"
Suffolk,Grocery w/ Pharmacy inside,King Kullen # 33,County Road 111,Manorville,NY,11949,"County Road 111
Manorville, NY 11949
(40.869927629000074, -72.79655395799995)"
Bronx,Grocery (Formula Allowed),Golden Mango,Randall Avenue,Bronx,NY,10473,"Randall Avenue
Bronx, NY 10473
(40.81793646400007, -73.85603695499998)"
Orange,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8337,Tower Drive,Middletown,NY,10941,"Tower Drive
Middletown, NY 10941
(41.46727448200005, -74.37657999199996)"
Oneida,Grocery w/ Pharmacy inside,Tops Market #364,East State St,Sherrill,NY,13461,"East State St
Sherrill, NY 13461
(43.07531251200004, -75.59259058599997)"
Queens,Grocery (Formula Allowed),C-Town Supermarkets,34th Av,Astoria,NY,11106,"34th Av
Astoria, NY 11106
(40.76158982000004, -73.93129411899997)"
Westchester,Grocery,La Marqueta Meat & Produce,East Post Road,White Plains,NY,10601,"East Post Road
White Plains, NY 10601
(41.028715358000056, -73.76595628399997)"
Queens,Pharmacy Only,"Mercy Pharmacy & Surgical Supplies,",51st Street,Woodside,NY,11377,"51st Street
Woodside, NY 11377
(40.74444013800007, -73.91369319699999)"
Suffolk,Pharmacy Only,CVS Pharmacy #509,East Suffolk Avenue,Central Islip,NY,11722,"East Suffolk Avenue
Central Islip, NY 11722
(40.79062526800004, -73.20199858099994)"
Tompkins,Grocery w/ Pharmacy inside,Tops #522,N.Triphammer Rd,Ithaca,NY,14850,"N.Triphammer Rd
Ithaca, NY 14850
(42.49770335000005, -76.49036631999996)"
Nassau,Pharmacy Only,CVS Pharmacy #2136,Broadway,Massapequa,NY,11758,"Broadway
Massapequa, NY 11758
(40.682161163000046, -73.46880163499998)"
Kings,Grocery,183 Wyckoff Meat Corp.,Wyckoff Ave,Brooklyn,NY,11237,"Wyckoff Ave
Brooklyn, NY 11237
(40.70354286700007, -73.91800840499997)"
Kings,Grocery,Key Food,Rockaway Av,Brooklyn,NY,11212,"Rockaway Av
Brooklyn, NY 11212
(40.66334196300005, -73.90913289699995)"
Kings,Grocery (Formula Allowed),Ozzie's Fresh Market,Grand St,Brooklyn,NY,11211,"Grand St
Brooklyn, NY 11211
(40.713323485000046, -73.95842264899994)"
Erie,Grocery w/ Pharmacy inside,Walmart Supercenter #5027,Transit Road,Lancaster,NY,14086,"Transit Road
Lancaster, NY 14086
(42.95175499900006, -78.69693990699994)"
Kings,Grocery,16th Ave Food Center,16th Ave,Brooklyn,NY,11204,"16th Ave
Brooklyn, NY 11204
(40.62590693100003, -73.99080968799996)"
Erie,Grocery w/ Pharmacy inside,Walmart Supercenter #2210,Sheridan Dr,Amherst,NY,14226,"Sheridan Dr
Amherst, NY 14226
(42.97858931300004, -78.78461334899998)"
Bronx,Grocery (Formula Allowed),Target Store T-2811,East Hutchinson River Pky,Bronx,NY,10465,"East Hutchinson River Pky
Bronx, NY 10465
(40.850794446000066, -73.83566974099995)"
New York,Pharmacy Only,Duane Reade #14185,Delancey St,New York,NY,10002,"Delancey St
New York, NY 10002
(40.71897812700007, -73.98933017799999)"
Kings,Grocery,"Kol Tuv Grocery, Inc.",Kingston Av,Brooklyn,NY,11225,"Kingston Av
Brooklyn, NY 11225
(40.663215405000074, -73.94277608699997)"
Nassau,Grocery,Best Market Of Syosset,Jericho Turnpike,Syosset,NY,11791,"Jericho Turnpike
Syosset, NY 11791
(40.81018833300004, -73.50861339399995)"
Bronx,Grocery,Fine Fare Supermarket,Ogden Avenue,Bronx,NY,10452,"Ogden Avenue
Bronx, NY 10452
(40.83701461600003, -73.92707033699998)"
Bronx,Pharmacy Only,West Street Pharmacy,West 183 St,Bronx,NY,10453,"West 183 St
Bronx, NY 10453
(40.85952213200005, -73.90760460799999)"
Orleans,Grocery w/ Pharmacy inside,Walmart Supercenter #3607,Ny-31,Albion,NY,14411,"Ny-31
Albion, NY 14411
(43.22757010000004, -78.26922070699999)"
Onondaga,Grocery (Formula Allowed),Byrne Dairy #78,Old Liverpool Road,Liverpool,NY,13088,"Old Liverpool Road
Liverpool, NY 13088
(43.08982684400007, -76.19014820899997)"
Suffolk,Grocery,Compare Foods,Straight Path,Wyandanch,NY,11798,"Straight Path
Wyandanch, NY 11798
(40.752172306000034, -73.36148767499998)"
Westchester,Grocery,Foodtown,Main Street,Hastings On Hudson,NY,10706,"Main Street
Hastings On Hudson, NY 10706
(40.99413913600006, -73.88027174899997)"
Queens,Grocery w/ Pharmacy inside,Super Stop & Shop #566,Rockaway Beach Boulevard,Arverne,NY,11692,"Rockaway Beach Boulevard
Arverne, NY 11692
(40.590927030000046, -73.79520819299995)"
New York,Grocery,Dan's Supermarket,West 185th St,New York,NY,10033,"West 185th St
New York, NY 10033
(40.85345504400004, -73.93790491599998)"
Kings,Grocery,80th Street Deli Inc,5th Ave,Brooklyn,NY,11209,"5th Ave
Brooklyn, NY 11209
(40.62412676900004, -74.02483198499993)"
Bronx,Grocery (Formula Allowed),Pioneer Supermarket,Ryer Avenue,Bronx,NY,10458,"Ryer Avenue
Bronx, NY 10458
(40.85866511900008, -73.89840736199994)"
Bronx,Grocery (Formula Allowed),Food Universe,Einstein Loop,Bronx,NY,10475,"Einstein Loop
Bronx, NY 10475
(40.86436259800007, -73.82192597099998)"
Westchester,Grocery,"45 D & D Deli Grocery, Inc.",Saint Josephs Avenue,Yonkers,NY,10703,"Saint Josephs Avenue
Yonkers, NY 10703
(40.941339963000075, -73.89065500999999)"
Montgomery,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8255,Western Turnpike,Esperance,NY,12066,"Western Turnpike
Esperance, NY 12066
(42.76034002800003, -74.25205672299995)"
Monroe,Grocery (Formula Allowed),Tops Market #453,Slayton Av,Spencerport,NY,14559,"Slayton Av
Spencerport, NY 14559
(43.19081441000003, -77.79909620999996)"
Erie,Grocery w/ Pharmacy inside,Tops Market #239,Sheridan Drive,Buffalo,NY,14223,"Sheridan Drive
Buffalo, NY 14223
(42.98077941400004, -78.87052733799999)"
New York,Grocery,Shop Fair Supermarket Supermarkets,East 110th St,New York,NY,10029,"East 110th St
New York, NY 10029
(40.794238316000076, -73.94305259899994)"
Bronx,Grocery,Vivi Deli Food Mart Corp,East 187th Street,Bronx,NY,10458,"East 187th Street
Bronx, NY 10458
(40.856886845000076, -73.89006950099997)"
Queens,Pharmacy Only,Walgreens #04564,Jamaica Ave,Jamaica,NY,11432,"Jamaica Ave
Jamaica, NY 11432
(40.70641307900007, -73.79248723899997)"
Albany,Grocery (Formula Allowed),ShopRite Of Colonie #214,Central Ave,Colonie,NY,12205,"Central Ave
Colonie, NY 12205
(42.71715357000005, -73.83235201799994)"
Cattaraugus,Grocery,Gowanda Shop-N-Save,Buffalo St,Gowanda,NY,14070,"Buffalo St
Gowanda, NY 14070
(42.47955355000005, -78.93919873799996)"
Fulton,Grocery w/ Pharmacy inside,Price Chopper #12,North Comrie Ave,Johnstown,NY,12095,"North Comrie Ave
Johnstown, NY 12095
(43.01778168900006, -74.36151020099999)"
New York,Grocery (Formula Allowed),Foodtown,St Nicholas Ave,New York,NY,10031,"St Nicholas Ave
New York, NY 10031
(40.82664898100006, -73.94309029099998)"
Queens,Grocery,Brooklyn Harvest Market,2nd Street,Astoria,NY,11102,"2nd Street
Astoria, NY 11102
(40.77604493300004, -73.93490453899994)"
Bronx,Grocery (Formula Allowed),Foodtown,Broadway,Bronx,NY,10463,"Broadway
Bronx, NY 10463
(40.88352233300003, -73.90162652599997)"
Broome,Grocery w/ Pharmacy inside,Price Chopper #130,North Street,Endicott,NY,13760,"North Street
Endicott, NY 13760
(42.104876284000056, -76.04771921999998)"
Kings,Pharmacy Only,Walgreens #10326,Brighton Beach Ave,Brooklyn,NY,11235,"Brighton Beach Ave
Brooklyn, NY 11235
(40.57767133200008, -73.96119409799996)"
New York,Grocery,City Fresh Market,East 106th St,New York,NY,10029,"East 106th St
New York, NY 10029
(40.791493554000056, -73.94448769099995)"
Albany,Grocery w/ Pharmacy inside,Price Chopper #159,New Scotland Rd,Slingerlands,NY,12159,"New Scotland Rd
Slingerlands, NY 12159
(42.62699081000005, -73.87797224299999)"
Richmond,Grocery w/ Pharmacy inside,Stop & Shop #581,Hylan Bo,Staten Island,NY,10306,"Hylan Bo
Staten Island, NY 10306
(40.573333966000064, -74.10698471999996)"
Orange,Grocery,Sunnyside Market,Satmar Drive #101,Monroe,NY,10950,"Satmar Drive #101
Monroe, NY 10950
(41.346236247000036, -74.16762206799996)"
Onondaga,Grocery w/ Pharmacy inside,Wegmans Food Market #1,Oswego Rd,Liverpool,NY,13088,"Oswego Rd
Liverpool, NY 13088
(43.11431019500003, -76.21278427199996)"
Chautauqua,Pharmacy Only,Walgreens #9937,Prospect St,Jamestown,NY,14701,"Prospect St
Jamestown, NY 14701
(42.08400351200004, -79.23712426199995)"
Kings,Grocery w/ Pharmacy inside,Health Max Pharmacy,5th Avenue,Brooklyn,NY,11220,"5th Avenue
Brooklyn, NY 11220
(40.641167858000074, -74.01440181099997)"
Bronx,Grocery,Food Dynasty Supermarket,Jerome Avenue,Bronx,NY,10468,"Jerome Avenue
Bronx, NY 10468
(40.87001257600008, -73.89543005699994)"
Bronx,Grocery,Fine Fare Supermarket,Metropolitan Avenue,Bronx,NY,10462,"Metropolitan Avenue
Bronx, NY 10462
(40.839187208000055, -73.85901719399999)"
Richmond,Grocery w/ Pharmacy inside,ShopRite Of Veteran's Road,Veterans Road West,Staten Island,NY,10309,"Veterans Road West
Staten Island, NY 10309
(40.55337222800006, -74.21641217899997)"
Erie,Grocery w/ Pharmacy inside,Walmart Supercenter #2355,Transit Road,Williamsville,NY,14221,"Transit Road
Williamsville, NY 14221
(42.95175499900006, -78.69693990699994)"
Queens,Grocery w/ Pharmacy inside,Stop & Shop #2585,Springfield Blvd,Springfield Garden,NY,11413,"Springfield Blvd
Springfield Garden, NY 11413
(40.68868822700006, -73.74790318899994)"
Schuyler,Grocery w/ Pharmacy inside,Walmart Supercenter #3221,E 4th St,Watkins Glen,NY,14891,"E 4th St
Watkins Glen, NY 14891
(42.38352259800007, -76.86339250699996)"
Onondaga,Grocery (Formula Allowed),Target T-1476,Towne Drive,Fayetteville,NY,13066,"Towne Drive
Fayetteville, NY 13066
(43.034420047000026, -76.01953529699995)"
Bronx,Grocery,Alans Deli Grocery Corp,Shakespeare Avenue,Bronx,NY,10452,"Shakespeare Avenue
Bronx, NY 10452
(40.84570505200003, -73.91923992599999)"
Saratoga,Grocery (Formula Allowed),Price Chopper #158,Ballston Ave,Saratoga Springs,NY,12866,"Ballston Ave
Saratoga Springs, NY 12866
(43.04976855100006, -73.81209343499995)"
Nassau,Grocery (Formula Allowed),Stop & Shop #577,Long Beach Road,Oceanside,NY,11572,"Long Beach Road
Oceanside, NY 11572
(40.63680140900004, -73.64023766399998)"
Saratoga,Grocery w/ Pharmacy inside,Hannaford Supermarket&pharmacy#8447,Via Rossi Way,Ballston Spa,NY,12020,"Via Rossi Way
Ballston Spa, NY 12020
(43.00761330000006, -73.85147509999996)"
Nassau,Pharmacy Only,CVS Pharmacy #555,Broadway,Bethpage,NY,11714,"Broadway
Bethpage, NY 11714
(40.74275148500004, -73.47963763999996)"
Nassau,Grocery (Formula Allowed),Target Store T-1264,Hempstead Tp,Levittown,NY,11756,"Hempstead Tp
Levittown, NY 11756
(40.72562004000008, -73.50612969499997)"
Erie,Pharmacy Only,Walgreens #5714,Dick Rd,Depew,NY,14043,"Dick Rd
Depew, NY 14043
(42.912746897000034, -78.73298179599999)"
Kings,Grocery,My Neighborhood Grocery,Chesnut Street,Brooklyn,NY,11208,"Chesnut Street
Brooklyn, NY 11208
(40.67552958600004, -73.87350869299996)"
Bronx,Grocery (Formula Allowed),Key Food,Walton Avenue,Bronx,NY,10453,"Walton Avenue
Bronx, NY 10453
(40.85173458000003, -73.90804749299997)"
Westchester,Grocery,Kaylee Food Corp.,School Street,Yonkers,NY,10701,"School Street
Yonkers, NY 10701
(40.929489742000044, -73.89472917299997)"
Kings,Grocery,Mehadrin Supermarket,12th Ave,Brooklyn,NY,11219,"12th Ave
Brooklyn, NY 11219
(40.62703690400008, -74.00400308799993)"
Queens,Grocery,Key Food #4,Cross Island Pkwy,Whitestone,NY,11357,"Cross Island Pkwy
Whitestone, NY 11357
(40.78598596000006, -73.80199531199997)"
Delaware,Pharmacy Only,CVS #5013,Bridge Street,Margaretville,NY,12455,"Bridge Street
Margaretville, NY 12455
(42.14803163300007, -74.64738601199997)"
Oneida,Grocery w/ Pharmacy inside,Price Chopper #206,Black River Blvd,Rome,NY,13440,"Black River Blvd
Rome, NY 13440
(43.21137986200006, -75.45289714899997)"
Ontario,Grocery w/ Pharmacy inside,Walmart Supercenter #2785,Commerce Dr,Victor,NY,14564,"Commerce Dr
Victor, NY 14564
(43.01981996000006, -77.43927799499994)"
Kings,Grocery,W And Y Grocery Inc,8th Avenue,Brooklyn,NY,11228,"8th Avenue
Brooklyn, NY 11228
(40.62921087900003, -74.01607972199997)"
Kings,Pharmacy Only,Dahill Pharmacy Inc.,Church Avenue,Brooklyn,NY,11218,"Church Avenue
Brooklyn, NY 11218
(40.64437693100007, -73.97574464799999)"
Monroe,Grocery,Hegedorn's Inc.,Ridge Ro,Webster,NY,14580,"Ridge Ro
Webster, NY 14580
(43.21863589800006, -77.39806963999996)"
Queens,Grocery,Gnm Deli & Grocery,147th Av,Springfield Garden,NY,11413,"147th Av
Springfield Garden, NY 11413
(40.659088663000034, -73.75726567399994)"
Nassau,Grocery (Formula Allowed),Key Food,N Newbridge Rd,Levittown,NY,11756,"N Newbridge Rd
Levittown, NY 11756
(40.734088256000064, -73.53895955199994)"
Bronx,Grocery (Formula Allowed),C-Town Supermarkets,Hugh J Grant Circle,Bronx,NY,10472,"Hugh J Grant Circle
Bronx, NY 10472
(40.83272925800003, -73.86069222799995)"
Suffolk,Grocery (Formula Allowed),King Kullen #1,West Sunrise Highway,Patchogue,NY,11772,"West Sunrise Highway
Patchogue, NY 11772
(40.78352939500007, -72.98031612799997)"
Wyoming,Grocery (Formula Allowed),Tops Market #277,Prospect St,Attica,NY,14011,"Prospect St
Attica, NY 14011
(42.86841562600006, -78.27789099599994)"
Clinton,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8166,Pyramid Drive,Plattsburgh,NY,12901,"Pyramid Drive
Plattsburgh, NY 12901
(44.70252003300004, -73.49580311399995)"
Queens,Grocery,Sunny Baby Grocery Corp.,Woodside Avenue,Woodside,NY,11377,"Woodside Avenue
Woodside, NY 11377
(40.74505923700008, -73.90426413699998)"
Kings,Grocery,Ctown Supermarket,Pitkin Av,Brooklyn,NY,11207,"Pitkin Av
Brooklyn, NY 11207
(40.672253915000056, -73.89338673799995)"
Bronx,Grocery,Adum African Market Inc.,East 167th St,Bronx,NY,10456,"East 167th St
Bronx, NY 10456
(40.83123648900005, -73.91327445399997)"
Westchester,Grocery (Formula Allowed),Acme #2416,Columbus Avenue,Thornwood,NY,10594,"Columbus Avenue
Thornwood, NY 10594
(41.10682806400007, -73.77615430399999)"
Queens,Grocery,C Town Fresh,24th Avenue,Astoria,NY,11102,"24th Avenue
Astoria, NY 11102
(40.77447250300003, -73.91848223399995)"
Orange,Grocery,Market Fresh,Route 17k,Newburgh,NY,12550,"Route 17k
Newburgh, NY 12550
(41.524779229000046, -74.11983099299994)"
Kings,Pharmacy Only,"Voorhies Health Pharmacy, Inc.",Voorhies Av,Brooklyn,NY,11235,"Voorhies Av
Brooklyn, NY 11235
(40.58696804300007, -73.94228799599995)"
Bronx,Grocery (Formula Allowed),Fine Fare,East Gun Hill Road,Bronx,NY,10467,"East Gun Hill Road
Bronx, NY 10467
(40.87859250300005, -73.87131227399993)"
Suffolk,Grocery,Super Carniceria Compadre,West Hills Rd,Huntington Station,NY,11746,"West Hills Rd
Huntington Station, NY 11746
(40.83371837300007, -73.42042473099997)"
Queens,Pharmacy Only,Healthmax Pharmacy,Jamaica Av,Woodhaven,NY,11421,"Jamaica Av
Woodhaven, NY 11421
(40.692639471000064, -73.85706776699993)"
Kings,Grocery,The Food Pyramid Corp.,Bedford Av,Brooklyn,NY,11205,"Bedford Av
Brooklyn, NY 11205
(40.69384304400006, -73.95597876399995)"
Sullivan,Grocery,Liberty Market,North Main St,Liberty,NY,12754,"North Main St
Liberty, NY 12754
(41.80634381600004, -74.74708998699998)"
Kings,Grocery (Formula Allowed),Food Bazaar,Manhattan Av,Brooklyn,NY,11206,"Manhattan Av
Brooklyn, NY 11206
(40.70682912400008, -73.94484593099997)"
Bronx,Grocery,Food Choice No 1 Corp,East 184th Street,Bronx,NY,10458,"East 184th Street
Bronx, NY 10458
(40.856418878000056, -73.89418774499995)"
Suffolk,Grocery (Formula Allowed),Target Store T-1818,Old Country Ro,Riverhead,NY,11901,"Old Country Ro
Riverhead, NY 11901
(40.92980638200004, -72.68163137899995)"
Montgomery,Pharmacy Only,Walgreens #10747,State Hwy 30,Amsterdam,NY,12010,"State Hwy 30
Amsterdam, NY 12010
(43.003611885000055, -74.19029758599999)"
Kings,Grocery,Shop Fair Supermarket Supermarket,Church Ave,Brooklyn,NY,11226,"Church Ave
Brooklyn, NY 11226
(40.650461275000055, -73.95749805599996)"
Suffolk,Pharmacy Only,CVS Pharmacy #1186,Middle Country Road,Selden,NY,11784,"Middle Country Road
Selden, NY 11784
(40.865680834000045, -73.04027971299996)"
Kings,Grocery,Gala Fresh,Saint Mark's Avenue,Brooklyn,NY,11238,"Saint Mark's Avenue
Brooklyn, NY 11238
(40.67757369900005, -73.96388433999994)"
Oneida,Grocery,"Chanatry's Market, Inc.",French Rd,Utica,NY,13502,"French Rd
Utica, NY 13502
(43.08571213000005, -75.28071386799996)"
Monroe,Grocery w/ Pharmacy inside,Walmart Supercenter #1993,Brockport Spencerport Ro,Brockport,NY,14420,"Brockport Spencerport Ro
Brockport, NY 14420
(43.19815113800007, -77.91308180299995)"
Tompkins,Grocery (Formula Allowed),Target T-1508,Catherwood Road,Ithaca,NY,14850,"Catherwood Road
Ithaca, NY 14850
(42.48375503500006, -76.48685990199994)"
Queens,Pharmacy Only,Duane Reade #14314,Myrtle Ave,Ridgewood,NY,11385,"Myrtle Ave
Ridgewood, NY 11385
(40.701940439000055, -73.88086489399996)"
Steuben,Grocery,Hornell Save-A-Lot,Park Drive,Hornell,NY,14843,"Park Drive
Hornell, NY 14843
(42.31624871500003, -77.65524902699997)"
Schenectady,Grocery,ShopRite Of Niskayuna #229,Nott Street East,Niskayuna,NY,12309,"Nott Street East
Niskayuna, NY 12309
(42.817735869000046, -73.88644859399994)"
Nassau,Grocery,C-Town Supermarkets,Rockaway Ave,Valley Stream,NY,11580,"Rockaway Ave
Valley Stream, NY 11580
(40.66254826800008, -73.69904336199994)"
Bronx,Grocery,Cherry Valley Market Place,East Gun Hill Road,Bronx,NY,10467,"East Gun Hill Road
Bronx, NY 10467
(40.87859250300005, -73.87131227399993)"
